# BTC Strategie - Chronological Trades
# Generated: 2026-03-13 09:18:40
# Output File: d:\Benutzerdaten\OneDrive\Dokumente\GitHub\PythonProjects\Coincall\Output Ergebnisse\Matrix_Test_913944\Individual_Tests\004_ET0305_SL70_ChronologicalTrades.csv
# Date Range Filter: 2025-01-01 to 2025-08-14
# Total Trades: 133
# P&L Type: realized only (position_pnl = P&L per closed position)
# Straddle: TP/SL gilt fuer gesamten Kombinationswert (Put+Call), nicht pro Einzelleg. Straddle wird gemeinsam eroeffnet und geschlossen.
# Total PnL (realized): "$4,509.04"
# Final Capital (realized): "$14,509.04"
# Final Capital (incl. unrealized): "$14,509.04"
# Max Drawdown: -3.12%
# Total Transactions: 267
# Unique Positions: 134
# P&L Type: realized only (position_pnl = P&L per closed position)
#
timestamp,time,position_id,combo_id,leg_label,action,exit_reason,quantity,underlying_price,reference_price_used_helper,trigger_helper_price,reference_iv,trigger_helper_iv,entry_price,close_price,leg_number,Type,Expiration,Delta,Entry Delta,days_in_trade,position_pnl,leg_fee_usd,Net_Trade_Cost_USD,Net_Trade_Cost_USD_Currency,strike,entry_price_usd,exit_price_usd,leg1_option_type,leg2_option_type
2025-04-29,16:34:00,OPTION_2025-04-29_001,Kombo OPTION_2025-04-29_001,Leg 1,CLOSE,take_profit,1,95384.0,,,,,,0.0001,1,P,2025-04-30,-0.11561,-0.11561,0,100.06704,13.35376,-22.892159999999997,USD,92000.0,,0.0001,,
2025-04-30,03:05:00,OPTION_2025-04-30_001,Kombo OPTION_2025-04-30_001,Leg 1 (P),OPEN,,-1,94607.0,,,,,0.0011,,1,P,2025-05-01,-0.10352,,,,0.0,104.0677,USD,92000.0,0.0011,,,
2025-04-30,13:42:00,OPTION_2025-04-30_001,Kombo OPTION_2025-04-30_001,Leg 1,CLOSE,stop_loss,1,93753.0,,,,,,0.0019,1,P,2025-05-01,-0.10352,-0.10352,0,-87.18841999999998,13.125419999999998,-191.25612,USD,92000.0,,0.0019,,
2025-05-01,03:05:00,OPTION_2025-05-01_001,Kombo OPTION_2025-05-01_001,Leg 1 (P),OPEN,,-1,94919.0,,,,,0.0009,,1,P,2025-05-02,-0.08365,,,,0.0,85.4271,USD,92000.0,0.0009,,,
2025-05-02,03:05:00,OPTION_2025-05-02_002,Kombo OPTION_2025-05-02_002,Leg 1 (P),OPEN,,-1,97187.0,,,,,0.0011,,1,P,2025-05-03,-0.09222,,,,0.0,106.90570000000001,USD,94000.0,0.0011,,,
2025-05-02,08:00:00,OPTION_2025-05-01_001,Kombo OPTION_2025-05-01_001,Leg 1,CLOSE,expiry,1,96495.0,,,,,,0.0,1,P,2025-05-02,-0.08365,-0.08365,1,85.4271,0.0,-0.0,USD,92000.0,,0.0,,
2025-05-02,18:11:00,OPTION_2025-05-02_002,Kombo OPTION_2025-05-02_002,Leg 1,CLOSE,take_profit,1,97565.0,,,,,,0.0001,1,P,2025-05-03,-0.09222,-0.09222,0,83.49010000000001,13.659099999999999,-23.415599999999998,USD,94000.0,,0.0001,,
2025-05-03,03:05:00,OPTION_2025-05-03_001,Kombo OPTION_2025-05-03_001,Leg 1 (P),OPEN,,-1,96585.0,,,,,0.0006,,1,P,2025-05-04,-0.09541,,,,0.0,57.95099999999999,USD,95000.0,0.0006,,,
2025-05-04,03:05:00,OPTION_2025-05-04_002,Kombo OPTION_2025-05-04_002,Leg 1 (P),OPEN,,-1,95860.0,,,,,0.0007,,1,P,2025-05-05,-0.07548,,,,0.0,67.102,USD,93000.0,0.0007,,,
2025-05-04,08:00:00,OPTION_2025-05-03_001,Kombo OPTION_2025-05-03_001,Leg 1,CLOSE,expiry,1,95870.0,,,,,,0.0,1,P,2025-05-04,-0.09541,-0.09541,1,57.95099999999999,0.0,-0.0,USD,95000.0,,0.0,,
2025-05-05,01:33:00,OPTION_2025-05-04_002,Kombo OPTION_2025-05-04_002,Leg 1,CLOSE,stop_loss,1,93817.0,,,,,,0.0012,1,P,2025-05-05,-0.07548,-0.07548,0,-58.61277999999998,13.134379999999998,-125.71477999999999,USD,93000.0,,0.0012,,
2025-05-05,03:05:00,OPTION_2025-05-05_002,Kombo OPTION_2025-05-05_002,Leg 1 (P),OPEN,,-1,94249.0,,,,,0.0017,,1,P,2025-05-06,-0.14445,,,,0.0,160.2233,USD,92000.0,0.0017,,,
2025-05-05,20:51:00,OPTION_2025-05-05_002,Kombo OPTION_2025-05-05_002,Leg 1,CLOSE,take_profit,1,94249.0,,,,,,0.0001,1,P,2025-05-06,-0.14445,-0.14445,0,137.60353999999998,13.194859999999998,-22.61976,USD,92000.0,,0.0001,,
2025-05-06,03:05:00,OPTION_2025-05-06_001,Kombo OPTION_2025-05-06_001,Leg 1 (P),OPEN,,-1,94346.0,,,,,0.0013,,1,P,2025-05-07,-0.11835,,,,0.0,122.6498,USD,92000.0,0.0013,,,
2025-05-06,19:28:00,OPTION_2025-05-06_001,Kombo OPTION_2025-05-06_001,Leg 1,CLOSE,take_profit,1,95136.0,,,,,,0.0001,1,P,2025-05-07,-0.11835,-0.11835,0,99.81716,13.31904,-22.832639999999998,USD,92000.0,,0.0001,,
2025-05-07,03:05:00,OPTION_2025-05-07_001,Kombo OPTION_2025-05-07_001,Leg 1 (P),OPEN,,-1,96574.0,,,,,0.0014,,1,P,2025-05-08,-0.09705,,,,0.0,135.2036,USD,93000.0,0.0014,,,
2025-05-07,18:57:00,OPTION_2025-05-07_001,Kombo OPTION_2025-05-07_001,Leg 1,CLOSE,take_profit,1,96597.0,,,,,,0.0001,1,P,2025-05-08,-0.09705,-0.09705,0,112.02032,13.523579999999999,-23.183279999999996,USD,93000.0,,0.0001,,
2025-05-08,03:05:00,OPTION_2025-05-08_001,Kombo OPTION_2025-05-08_001,Leg 1 (P),OPEN,,-1,98779.0,,,,,0.0014,,1,P,2025-05-09,-0.11831,,,,0.0,138.2906,USD,96000.0,0.0014,,,
2025-05-08,15:24:00,OPTION_2025-05-08_001,Kombo OPTION_2025-05-08_001,Leg 1,CLOSE,take_profit,1,100493.0,,,,,,0.0001,1,P,2025-05-09,-0.11831,-0.11831,0,114.17228000000003,14.069019999999998,-24.118319999999997,USD,96000.0,,0.0001,,
2025-05-09,03:05:00,OPTION_2025-05-09_001,Kombo OPTION_2025-05-09_001,Leg 1 (P),OPEN,,-1,102633.0,,,,,0.0012,,1,P,2025-05-10,-0.09489,,,,0.0,123.15959999999998,USD,99000.0,0.0012,,,
2025-05-09,19:05:00,OPTION_2025-05-09_001,Kombo OPTION_2025-05-09_001,Leg 1,CLOSE,take_profit,1,103282.0,,,,,,0.0001,1,P,2025-05-10,-0.09489,-0.09489,0,98.37191999999999,14.45948,-24.787679999999998,USD,99000.0,,0.0001,,
2025-05-10,03:05:00,OPTION_2025-05-10_001,Kombo OPTION_2025-05-10_001,Leg 1 (P),OPEN,,-1,103135.0,,,,,0.0006,,1,P,2025-05-11,-0.08897,,,,0.0,61.88099999999999,USD,101000.0,0.0006,,,
2025-05-11,03:05:00,OPTION_2025-05-11_002,Kombo OPTION_2025-05-11_002,Leg 1 (P),OPEN,,-1,103802.0,,,,,0.0009,,1,P,2025-05-12,-0.07584,,,,0.0,93.42179999999999,USD,100000.0,0.0009,,,
2025-05-11,08:00:00,OPTION_2025-05-10_001,Kombo OPTION_2025-05-10_001,Leg 1,CLOSE,expiry,1,103555.0,,,,,,0.0,1,P,2025-05-11,-0.08897,-0.08897,1,61.88099999999999,0.0,-0.0,USD,101000.0,,0.0,,
2025-05-12,03:05:00,OPTION_2025-05-12_002,Kombo OPTION_2025-05-12_002,Leg 1 (P),OPEN,,-1,103801.0,,,,,0.0012,,1,P,2025-05-13,-0.09084,,,,0.0,124.56119999999999,USD,100000.0,0.0012,,,
2025-05-12,08:00:00,OPTION_2025-05-11_002,Kombo OPTION_2025-05-11_002,Leg 1,CLOSE,expiry,1,104820.0,,,,,,0.0,1,P,2025-05-12,-0.07584,-0.07584,1,93.42179999999999,0.0,-0.0,USD,100000.0,,0.0,,
2025-05-12,18:43:00,OPTION_2025-05-12_002,Kombo OPTION_2025-05-12_002,Leg 1,CLOSE,stop_loss,1,101153.0,,,,,,0.0022,1,P,2025-05-13,-0.09084,-0.09084,0,-112.13682000000003,14.161419999999998,-236.69802,USD,100000.0,,0.0022,,
2025-05-13,03:05:00,OPTION_2025-05-13_001,Kombo OPTION_2025-05-13_001,Leg 1 (P),OPEN,,-1,101976.0,,,,,0.001,,1,P,2025-05-14,-0.07695,,,,0.0,101.976,USD,98000.0,0.001,,,
2025-05-14,03:05:00,OPTION_2025-05-14_002,Kombo OPTION_2025-05-14_002,Leg 1 (P),OPEN,,-1,103719.0,,,,,0.0013,,1,P,2025-05-15,-0.11527,,,,0.0,134.8347,USD,101000.0,0.0013,,,
2025-05-14,08:00:00,OPTION_2025-05-13_001,Kombo OPTION_2025-05-13_001,Leg 1,CLOSE,expiry,1,103630.0,,,,,,0.0,1,P,2025-05-14,-0.07695,-0.07695,1,101.976,0.0,-0.0,USD,98000.0,,0.0,,
2025-05-14,20:01:00,OPTION_2025-05-14_002,Kombo OPTION_2025-05-14_002,Leg 1,CLOSE,take_profit,1,103498.0,,,,,,0.0001,1,P,2025-05-15,-0.11527,-0.11527,0,109.99518,14.489719999999998,-24.839519999999997,USD,101000.0,,0.0001,,
2025-05-15,03:05:00,OPTION_2025-05-15_001,Kombo OPTION_2025-05-15_001,Leg 1 (P),OPEN,,-1,103061.0,,,,,0.0013,,1,P,2025-05-16,-0.1065,,,,0.0,133.9793,USD,100000.0,0.0013,,,
2025-05-15,07:23:00,OPTION_2025-05-15_001,Kombo OPTION_2025-05-15_001,Leg 1,CLOSE,stop_loss,1,102074.0,,,,,,0.0023,1,P,2025-05-16,-0.1065,-0.1065,0,-115.08125999999999,14.290359999999998,-249.06055999999998,USD,100000.0,,0.0023,,
2025-05-16,03:05:00,OPTION_2025-05-16_001,Kombo OPTION_2025-05-16_001,Leg 1 (P),OPEN,,-1,104166.0,,,,,0.0007,,1,P,2025-05-17,-0.07431,,,,0.0,72.9162,USD,101000.0,0.0007,,,
2025-05-17,03:05:00,OPTION_2025-05-17_002,Kombo OPTION_2025-05-17_002,Leg 1 (P),OPEN,,-1,103350.0,,,,,0.0006,,1,P,2025-05-18,-0.07625,,,,0.0,62.01,USD,101000.0,0.0006,,,
2025-05-17,08:00:00,OPTION_2025-05-16_001,Kombo OPTION_2025-05-16_001,Leg 1,CLOSE,expiry,1,103529.0,,,,,,0.0,1,P,2025-05-17,-0.07431,-0.07431,1,72.9162,0.0,-0.0,USD,101000.0,,0.0,,
2025-05-18,03:05:00,OPTION_2025-05-18_002,Kombo OPTION_2025-05-18_002,Leg 1 (P),OPEN,,-1,103429.0,,,,,0.0006,,1,P,2025-05-19,-0.07839,,,,0.0,62.057399999999994,USD,101000.0,0.0006,,,
2025-05-18,08:00:00,OPTION_2025-05-17_002,Kombo OPTION_2025-05-17_002,Leg 1,CLOSE,expiry,1,103686.0,,,,,,0.0,1,P,2025-05-18,-0.07625,-0.07625,1,62.01,0.0,-0.0,USD,101000.0,,0.0,,
2025-05-19,03:05:00,OPTION_2025-05-19_002,Kombo OPTION_2025-05-19_002,Leg 1 (P),OPEN,,-1,104557.0,,,,,0.0016,,1,P,2025-05-20,-0.11204,,,,0.0,167.2912,USD,101000.0,0.0016,,,
2025-05-19,04:05:00,OPTION_2025-05-19_002,Kombo OPTION_2025-05-19_002,Leg 1,CLOSE,stop_loss,1,103391.0,,,,,,0.0028,1,P,2025-05-20,-0.11204,-0.11204,0,-136.67834,14.474739999999999,-303.96954,USD,101000.0,,0.0028,,
2025-05-19,08:00:00,OPTION_2025-05-18_002,Kombo OPTION_2025-05-18_002,Leg 1,CLOSE,expiry,1,103115.0,,,,,,0.0,1,P,2025-05-19,-0.07839,-0.07839,1,62.057399999999994,0.0,-0.0,USD,101000.0,,0.0,,
2025-05-20,03:05:00,OPTION_2025-05-20_001,Kombo OPTION_2025-05-20_001,Leg 1 (P),OPEN,,-1,106239.0,,,,,0.0015,,1,P,2025-05-21,-0.11672,,,,0.0,159.3585,USD,103000.0,0.0015,,,
2025-05-20,13:36:00,OPTION_2025-05-20_001,Kombo OPTION_2025-05-20_001,Leg 1,CLOSE,stop_loss,1,104343.0,,,,,,0.0028,1,P,2025-05-21,-0.11672,-0.11672,0,-147.40992,14.608019999999998,-306.76842,USD,103000.0,,0.0028,,
2025-05-21,03:05:00,OPTION_2025-05-21_001,Kombo OPTION_2025-05-21_001,Leg 1 (P),OPEN,,-1,106868.0,,,,,0.0016,,1,P,2025-05-22,-0.1284,,,,0.0,170.9888,USD,104000.0,0.0016,,,
2025-05-21,22:01:00,OPTION_2025-05-21_001,Kombo OPTION_2025-05-21_001,Leg 1,CLOSE,take_profit,1,108609.0,,,,,,0.0001,1,P,2025-05-22,-0.1284,-0.1284,0,144.92264,15.205259999999999,-26.066159999999996,USD,104000.0,,0.0001,,
2025-05-22,03:05:00,OPTION_2025-05-22_001,Kombo OPTION_2025-05-22_001,Leg 1 (P),OPEN,,-1,110719.0,,,,,0.0012,,1,P,2025-05-23,-0.083,,,,0.0,132.8628,USD,106000.0,0.0012,,,
2025-05-22,23:32:00,OPTION_2025-05-22_001,Kombo OPTION_2025-05-22_001,Leg 1,CLOSE,take_profit,1,111437.0,,,,,,0.0001,1,P,2025-05-23,-0.083,-0.083,0,106.11792,15.60118,-26.74488,USD,106000.0,,0.0001,,
2025-05-23,03:05:00,OPTION_2025-05-23_001,Kombo OPTION_2025-05-23_001,Leg 1 (P),OPEN,,-1,111335.0,,,,,0.0016,,1,P,2025-05-24,-0.12119,,,,0.0,178.136,USD,108000.0,0.0016,,,
2025-05-23,11:48:00,OPTION_2025-05-23_001,Kombo OPTION_2025-05-23_001,Leg 1,CLOSE,stop_loss,1,109734.0,,,,,,0.0028,1,P,2025-05-24,-0.12119,-0.12119,0,-144.48196000000002,15.362759999999998,-322.61796,USD,108000.0,,0.0028,,
2025-05-24,03:05:00,OPTION_2025-05-24_001,Kombo OPTION_2025-05-24_001,Leg 1 (P),OPEN,,-1,108028.0,,,,,0.0013,,1,P,2025-05-25,-0.11321,,,,0.0,140.4364,USD,105000.0,0.0013,,,
2025-05-24,19:40:00,OPTION_2025-05-24_001,Kombo OPTION_2025-05-24_001,Leg 1,CLOSE,take_profit,1,109048.0,,,,,,0.0001,1,P,2025-05-25,-0.11321,-0.11321,0,114.26488,15.26672,-26.171519999999997,USD,105000.0,,0.0001,,
2025-05-25,03:05:00,OPTION_2025-05-25_001,Kombo OPTION_2025-05-25_001,Leg 1 (P),OPEN,,-1,108250.0,,,,,0.0012,,1,P,2025-05-26,-0.10042,,,,0.0,129.89999999999998,USD,105000.0,0.0012,,,
2025-05-25,09:19:00,OPTION_2025-05-25_001,Kombo OPTION_2025-05-25_001,Leg 1,CLOSE,stop_loss,1,106975.0,,,,,,0.0021,1,P,2025-05-26,-0.10042,-0.10042,0,-109.724,14.976499999999998,-239.62399999999997,USD,105000.0,,0.0021,,
2025-05-26,03:05:00,OPTION_2025-05-26_001,Kombo OPTION_2025-05-26_001,Leg 1 (P),OPEN,,-1,109481.0,,,,,0.0009,,1,P,2025-05-27,-0.08144,,,,0.0,98.5329,USD,106000.0,0.0009,,,
2025-05-27,03:05:00,OPTION_2025-05-27_002,Kombo OPTION_2025-05-27_002,Leg 1 (P),OPEN,,-1,108791.0,,,,,0.0015,,1,P,2025-05-28,-0.10643,,,,0.0,163.1865,USD,105000.0,0.0015,,,
2025-05-27,08:00:00,OPTION_2025-05-26_001,Kombo OPTION_2025-05-26_001,Leg 1,CLOSE,expiry,1,109466.0,,,,,,0.0,1,P,2025-05-27,-0.08144,-0.08144,1,98.5329,0.0,-0.0,USD,106000.0,,0.0,,
2025-05-27,19:39:00,OPTION_2025-05-27_002,Kombo OPTION_2025-05-27_002,Leg 1,CLOSE,take_profit,1,109962.0,,,,,,0.0001,1,P,2025-05-28,-0.10643,-0.10643,0,136.79562,15.39468,-26.39088,USD,105000.0,,0.0001,,
2025-05-28,03:05:00,OPTION_2025-05-28_001,Kombo OPTION_2025-05-28_001,Leg 1 (P),OPEN,,-1,108733.0,,,,,0.0009,,1,P,2025-05-29,-0.07808,,,,0.0,97.8597,USD,105000.0,0.0009,,,
2025-05-28,15:09:00,OPTION_2025-05-28_001,Kombo OPTION_2025-05-28_001,Leg 1,CLOSE,stop_loss,1,107418.0,,,,,,0.0016,1,P,2025-05-29,-0.07808,-0.07808,0,-89.04762000000002,15.038519999999998,-186.90732,USD,105000.0,,0.0016,,
2025-05-29,03:05:00,OPTION_2025-05-29_001,Kombo OPTION_2025-05-29_001,Leg 1 (P),OPEN,,-1,108311.0,,,,,0.0012,,1,P,2025-05-30,-0.08457,,,,0.0,129.9732,USD,104000.0,0.0012,,,
2025-05-29,04:45:00,OPTION_2025-05-29_001,Kombo OPTION_2025-05-29_001,Leg 1,CLOSE,stop_loss,1,107048.0,,,,,,0.0023,1,P,2025-05-30,-0.08457,-0.08457,0,-131.22392,14.986719999999998,-261.19712,USD,104000.0,,0.0023,,
2025-05-30,03:05:00,OPTION_2025-05-30_001,Kombo OPTION_2025-05-30_001,Leg 1 (P),OPEN,,-1,106061.0,,,,,0.0012,,1,P,2025-05-31,-0.08826,,,,0.0,127.27319999999999,USD,102000.0,0.0012,,,
2025-05-30,07:46:00,OPTION_2025-05-30_001,Kombo OPTION_2025-05-30_001,Leg 1,CLOSE,stop_loss,1,104946.0,,,,,,0.0021,1,P,2025-05-31,-0.08826,-0.08826,0,-107.80584,14.69244,-235.07904,USD,102000.0,,0.0021,,
2025-06-02,03:05:00,OPTION_2025-06-02_001,Kombo OPTION_2025-06-02_001,Leg 1 (P),OPEN,,-1,104949.0,,,,,0.0013,,1,P,2025-06-03,-0.11073,,,,0.0,136.4337,USD,102000.0,0.0013,,,
2025-06-02,19:02:00,OPTION_2025-06-02_001,Kombo OPTION_2025-06-02_001,Leg 1,CLOSE,take_profit,1,104496.0,,,,,,0.0001,1,P,2025-06-03,-0.11073,-0.11073,0,111.35465999999998,14.629439999999999,-25.07904,USD,102000.0,,0.0001,,
2025-06-03,03:05:00,OPTION_2025-06-03_001,Kombo OPTION_2025-06-03_001,Leg 1 (P),OPEN,,-1,105672.0,,,,,0.0012,,1,P,2025-06-04,-0.11616,,,,0.0,126.80639999999998,USD,103000.0,0.0012,,,
2025-06-03,18:39:00,OPTION_2025-06-03_001,Kombo OPTION_2025-06-03_001,Leg 1,CLOSE,take_profit,1,106044.0,,,,,,0.0001,1,P,2025-06-04,-0.11616,-0.11616,0,101.35583999999999,14.84616,-25.45056,USD,103000.0,,0.0001,,
2025-06-08,03:05:00,OPTION_2025-06-08_001,Kombo OPTION_2025-06-08_001,Leg 1 (P),OPEN,,-1,105512.0,,,,,0.0011,,1,P,2025-06-09,-0.11007,,,,0.0,116.06320000000001,USD,103000.0,0.0011,,,
2025-06-09,00:27:00,OPTION_2025-06-08_001,Kombo OPTION_2025-06-08_001,Leg 1,CLOSE,take_profit,1,105886.0,,,,,,0.0001,1,P,2025-06-09,-0.11007,-0.11007,0,90.65056000000001,14.824039999999998,-25.412639999999996,USD,103000.0,,0.0001,,
2025-06-09,03:05:00,OPTION_2025-06-09_002,Kombo OPTION_2025-06-09_002,Leg 1 (P),OPEN,,-1,105595.0,,,,,0.0009,,1,P,2025-06-10,-0.07988,,,,0.0,95.0355,USD,102000.0,0.0009,,,
2025-06-10,03:05:00,OPTION_2025-06-10_002,Kombo OPTION_2025-06-10_002,Leg 1 (P),OPEN,,-1,109573.0,,,,,0.0014,,1,P,2025-06-11,-0.10709,,,,0.0,153.4022,USD,106000.0,0.0014,,,
2025-06-10,08:00:00,OPTION_2025-06-09_002,Kombo OPTION_2025-06-09_002,Leg 1,CLOSE,expiry,1,109280.0,,,,,,0.0,1,P,2025-06-10,-0.07988,-0.07988,1,95.0355,0.0,-0.0,USD,102000.0,,0.0,,
2025-06-10,19:26:00,OPTION_2025-06-10_002,Kombo OPTION_2025-06-10_002,Leg 1,CLOSE,take_profit,1,110088.0,,,,,,0.0001,1,P,2025-06-11,-0.10709,-0.10709,0,126.98107999999999,15.41232,-26.42112,USD,106000.0,,0.0001,,
2025-06-11,03:05:00,OPTION_2025-06-11_001,Kombo OPTION_2025-06-11_001,Leg 1 (P),OPEN,,-1,109770.0,,,,,0.001,,1,P,2025-06-12,-0.08652,,,,0.0,109.77,USD,106000.0,0.001,,,
2025-06-12,03:05:00,OPTION_2025-06-12_002,Kombo OPTION_2025-06-12_002,Leg 1 (P),OPEN,,-1,108383.0,,,,,0.0013,,1,P,2025-06-13,-0.10286,,,,0.0,140.8979,USD,105000.0,0.0013,,,
2025-06-12,04:23:00,OPTION_2025-06-12_002,Kombo OPTION_2025-06-12_002,Leg 1,CLOSE,stop_loss,1,107478.0,,,,,,0.0023,1,P,2025-06-13,-0.10286,-0.10286,0,-121.34842,15.046919999999998,-262.24631999999997,USD,105000.0,,0.0023,,
2025-06-12,08:00:00,OPTION_2025-06-11_001,Kombo OPTION_2025-06-11_001,Leg 1,CLOSE,expiry,1,107636.0,,,,,,0.0,1,P,2025-06-12,-0.08652,-0.08652,1,109.77,0.0,-0.0,USD,106000.0,,0.0,,
2025-06-17,03:05:00,OPTION_2025-06-17_001,Kombo OPTION_2025-06-17_001,Leg 1 (P),OPEN,,-1,107429.0,,,,,0.0012,,1,P,2025-06-18,-0.09958,,,,0.0,128.91479999999999,USD,104000.0,0.0012,,,
2025-06-17,10:36:00,OPTION_2025-06-17_001,Kombo OPTION_2025-06-17_001,Leg 1,CLOSE,stop_loss,1,105969.0,,,,,,0.0021,1,P,2025-06-18,-0.09958,-0.09958,0,-108.45576000000001,14.835659999999999,-237.37055999999998,USD,104000.0,,0.0021,,
2025-06-24,03:05:00,OPTION_2025-06-24_001,Kombo OPTION_2025-06-24_001,Leg 1 (P),OPEN,,-1,104902.0,,,,,0.001,,1,P,2025-06-25,-0.07838,,,,0.0,104.902,USD,101000.0,0.001,,,
2025-06-25,03:05:00,OPTION_2025-06-25_002,Kombo OPTION_2025-06-25_002,Leg 1 (P),OPEN,,-1,106566.0,,,,,0.0012,,1,P,2025-06-26,-0.11523,,,,0.0,127.87919999999998,USD,104000.0,0.0012,,,
2025-06-25,08:00:00,OPTION_2025-06-24_001,Kombo OPTION_2025-06-24_001,Leg 1,CLOSE,expiry,1,106679.0,,,,,,0.0,1,P,2025-06-25,-0.07838,-0.07838,1,104.902,0.0,-0.0,USD,101000.0,,0.0,,
2025-06-25,17:56:00,OPTION_2025-06-25_002,Kombo OPTION_2025-06-25_002,Leg 1,CLOSE,take_profit,1,107373.0,,,,,,0.0001,1,P,2025-06-26,-0.11523,-0.11523,0,102.10967999999998,15.032219999999999,-25.769519999999996,USD,104000.0,,0.0001,,
2025-06-26,03:05:00,OPTION_2025-06-26_001,Kombo OPTION_2025-06-26_001,Leg 1 (P),OPEN,,-1,108293.0,,,,,0.0012,,1,P,2025-06-27,-0.12706,,,,0.0,129.95159999999998,USD,106000.0,0.0012,,,
2025-06-26,13:51:00,OPTION_2025-06-26_001,Kombo OPTION_2025-06-26_001,Leg 1,CLOSE,stop_loss,1,106960.0,,,,,,0.0021,1,P,2025-06-27,-0.12706,-0.12706,0,-109.6388,14.9744,-239.5904,USD,106000.0,,0.0021,,
2025-06-27,03:05:00,OPTION_2025-06-27_001,Kombo OPTION_2025-06-27_001,Leg 1 (P),OPEN,,-1,107357.0,,,,,0.0011,,1,P,2025-06-28,-0.11807,,,,0.0,118.09270000000001,USD,105000.0,0.0011,,,
2025-06-27,16:33:00,OPTION_2025-06-27_001,Kombo OPTION_2025-06-27_001,Leg 1,CLOSE,take_profit,1,107698.0,,,,,,0.0001,1,P,2025-06-28,-0.11807,-0.11807,0,92.24518,15.07772,-25.84752,USD,105000.0,,0.0001,,
2025-06-28,03:05:00,OPTION_2025-06-28_001,Kombo OPTION_2025-06-28_001,Leg 1 (P),OPEN,,-1,107186.0,,,,,0.0006,,1,P,2025-06-29,-0.12084,,,,0.0,64.3116,USD,106000.0,0.0006,,,
2025-06-29,03:05:00,OPTION_2025-06-29_002,Kombo OPTION_2025-06-29_002,Leg 1 (P),OPEN,,-1,107336.0,,,,,0.0007,,1,P,2025-06-30,-0.09277,,,,0.0,75.1352,USD,105000.0,0.0007,,,
2025-06-29,08:00:00,OPTION_2025-06-28_001,Kombo OPTION_2025-06-28_001,Leg 1,CLOSE,expiry,1,107382.0,,,,,,0.0,1,P,2025-06-29,-0.12084,-0.12084,1,64.3116,0.0,-0.0,USD,106000.0,,0.0,,
2025-06-30,03:05:00,OPTION_2025-06-30_002,Kombo OPTION_2025-06-30_002,Leg 1 (P),OPEN,,-1,108616.0,,,,,0.0009,,1,P,2025-07-01,-0.09697,,,,0.0,97.7544,USD,106000.0,0.0009,,,
2025-06-30,07:04:00,OPTION_2025-06-30_002,Kombo OPTION_2025-06-30_002,Leg 1,CLOSE,stop_loss,1,107557.0,,,,,,0.0016,1,P,2025-07-01,-0.09697,-0.09697,0,-89.39478000000001,15.057979999999999,-187.14918,USD,106000.0,,0.0016,,
2025-06-30,08:00:00,OPTION_2025-06-29_002,Kombo OPTION_2025-06-29_002,Leg 1,CLOSE,expiry,1,107687.0,,,,,,0.0,1,P,2025-06-30,-0.09277,-0.09277,1,75.1352,0.0,-0.0,USD,105000.0,,0.0,,
2025-07-01,03:05:00,OPTION_2025-07-01_001,Kombo OPTION_2025-07-01_001,Leg 1 (P),OPEN,,-1,107169.0,,,,,0.0007,,1,P,2025-07-02,-0.09718,,,,0.0,75.0183,USD,105000.0,0.0007,,,
2025-07-01,11:13:00,OPTION_2025-07-01_001,Kombo OPTION_2025-07-01_001,Leg 1,CLOSE,stop_loss,1,106413.0,,,,,,0.0012,1,P,2025-07-02,-0.09718,-0.09718,0,-67.57511999999998,14.89782,-142.59341999999998,USD,105000.0,,0.0012,,
2025-07-03,03:05:00,OPTION_2025-07-03_001,Kombo OPTION_2025-07-03_001,Leg 1 (P),OPEN,,-1,108815.0,,,,,0.0008,,1,P,2025-07-04,-0.08809,,,,0.0,87.052,USD,106000.0,0.0008,,,
2025-07-04,03:05:00,OPTION_2025-07-04_002,Kombo OPTION_2025-07-04_002,Leg 1 (P),OPEN,,-1,109223.0,,,,,0.0009,,1,P,2025-07-05,-0.1073,,,,0.0,98.30069999999999,USD,107000.0,0.0009,,,
2025-07-04,07:18:00,OPTION_2025-07-04_002,Kombo OPTION_2025-07-04_002,Leg 1,CLOSE,stop_loss,1,108895.0,,,,,,0.0016,1,P,2025-07-05,-0.1073,-0.1073,0,-91.17660000000001,15.245299999999999,-189.4773,USD,107000.0,,0.0016,,
2025-07-04,08:00:00,OPTION_2025-07-03_001,Kombo OPTION_2025-07-03_001,Leg 1,CLOSE,expiry,1,108845.0,,,,,,0.0,1,P,2025-07-04,-0.08809,-0.08809,1,87.052,0.0,-0.0,USD,106000.0,,0.0,,
2025-07-05,03:05:00,OPTION_2025-07-05_001,Kombo OPTION_2025-07-05_001,Leg 1 (P),OPEN,,-1,108231.0,,,,,0.0004,,1,P,2025-07-06,-0.06598,,,,0.0,43.2924,USD,106000.0,0.0004,,,
2025-07-06,03:05:00,OPTION_2025-07-06_002,Kombo OPTION_2025-07-06_002,Leg 1 (P),OPEN,,-1,108107.0,,,,,0.0008,,1,P,2025-07-07,-0.10789,,,,0.0,86.4856,USD,106000.0,0.0008,,,
2025-07-06,08:00:00,OPTION_2025-07-05_001,Kombo OPTION_2025-07-05_001,Leg 1,CLOSE,expiry,1,108106.0,,,,,,0.0,1,P,2025-07-06,-0.06598,-0.06598,1,43.2924,0.0,-0.0,USD,106000.0,,0.0,,
