# BTC Strategie - Chronological Trades
# Generated: 2026-03-13 09:18:40
# Output File: d:\Benutzerdaten\OneDrive\Dokumente\GitHub\PythonProjects\Coincall\Output Ergebnisse\Matrix_Test_913944\Individual_Tests\004_ET0305_SL70_ChronologicalTrades.csv
# Date Range Filter: 2025-01-01 to 2025-08-14
# Total Trades: 133
# P&L Type: realized only (position_pnl = P&L per closed position)
# Straddle: TP/SL gilt fuer gesamten Kombinationswert (Put+Call), nicht pro Einzelleg. Straddle wird gemeinsam eroeffnet und geschlossen.
# Total PnL (realized): "$4,509.04"
# Final Capital (realized): "$14,509.04"
# Final Capital (incl. unrealized): "$14,509.04"
# Max Drawdown: -3.12%
# Total Transactions: 267
# Unique Positions: 134
# P&L Type: realized only (position_pnl = P&L per closed position)
#
timestamp,time,position_id,combo_id,leg_label,action,exit_reason,quantity,underlying_price,reference_price_used_helper,trigger_helper_price,reference_iv,trigger_helper_iv,entry_price,close_price,leg_number,Type,Expiration,Delta,Entry Delta,days_in_trade,position_pnl,leg_fee_usd,Net_Trade_Cost_USD,Net_Trade_Cost_USD_Currency,strike,entry_price_usd,exit_price_usd,leg1_option_type,leg2_option_type
2025-01-07,03:05:00,OPTION_2025-01-07_001,Kombo OPTION_2025-01-07_001,Leg 1 (P),OPEN,,-1,101829.0,,,,,0.001,,1,P,2025-01-08,-0.07898,,,,0.0,101.82900000000001,USD,98000.0,0.001,,,
2025-01-07,15:00:00,OPTION_2025-01-07_001,Kombo OPTION_2025-01-07_001,Leg 1,CLOSE,stop_loss,1,100097.0,,,,,,0.0018,1,P,2025-01-08,-0.07898,-0.07898,0,-92.35918,14.01358,-194.18818,USD,98000.0,,0.0018,,
2025-01-08,03:05:00,OPTION_2025-01-08_001,Kombo OPTION_2025-01-08_001,Leg 1 (P),OPEN,,-1,96636.0,,,,,0.0013,,1,P,2025-01-09,-0.07901,,,,0.0,125.62679999999999,USD,92000.0,0.0013,,,
2025-01-08,06:54:00,OPTION_2025-01-08_001,Kombo OPTION_2025-01-08_001,Leg 1,CLOSE,stop_loss,1,95376.0,,,,,,0.0023,1,P,2025-01-09,-0.07901,-0.07901,0,-107.09064000000001,13.35264,-232.71743999999998,USD,92000.0,,0.0023,,
2025-01-15,03:05:00,OPTION_2025-01-15_001,Kombo OPTION_2025-01-15_001,Leg 1 (P),OPEN,,-1,96860.0,,,,,0.0016,,1,P,2025-01-16,-0.08793,,,,0.0,154.976,USD,92000.0,0.0016,,,
2025-01-15,15:00:00,OPTION_2025-01-15_001,Kombo OPTION_2025-01-15_001,Leg 1,CLOSE,take_profit,1,99713.0,,,,,,0.0001,1,P,2025-01-16,-0.08793,-0.08793,0,131.04487999999998,13.959819999999999,-23.931119999999996,USD,92000.0,,0.0001,,
2025-01-16,03:05:00,OPTION_2025-01-16_001,Kombo OPTION_2025-01-16_001,Leg 1 (P),OPEN,,-1,99719.0,,,,,0.0017,,1,P,2025-01-17,-0.11186,,,,0.0,169.5223,USD,96000.0,0.0017,,,
2025-01-16,14:47:00,OPTION_2025-01-16_001,Kombo OPTION_2025-01-16_001,Leg 1,CLOSE,stop_loss,1,97769.0,,,,,,0.003,1,P,2025-01-17,-0.11186,-0.11186,0,-137.47236,13.68766,-306.99466,USD,96000.0,,0.003,,
2025-01-17,03:05:00,OPTION_2025-01-17_001,Kombo OPTION_2025-01-17_001,Leg 1 (P),OPEN,,-1,101249.0,,,,,0.0013,,1,P,2025-01-18,-0.0861,,,,0.0,131.62369999999999,USD,97000.0,0.0013,,,
2025-01-17,14:57:00,OPTION_2025-01-17_001,Kombo OPTION_2025-01-17_001,Leg 1,CLOSE,take_profit,1,103397.0,,,,,,0.0001,1,P,2025-01-18,-0.0861,-0.0861,0,106.80842,14.475579999999999,-24.815279999999998,USD,97000.0,,0.0001,,
2025-01-18,03:05:00,OPTION_2025-01-18_001,Kombo OPTION_2025-01-18_001,Leg 1 (P),OPEN,,-1,104426.0,,,,,0.001,,1,P,2025-01-19,-0.10722,,,,0.0,104.426,USD,102000.0,0.001,,,
2025-01-18,03:40:00,OPTION_2025-01-18_001,Kombo OPTION_2025-01-18_001,Leg 1,CLOSE,stop_loss,1,103722.0,,,,,,0.0019,1,P,2025-01-19,-0.10722,-0.10722,0,-107.16687999999999,14.52108,-211.59288,USD,102000.0,,0.0019,,
2025-01-19,03:05:00,OPTION_2025-01-19_001,Kombo OPTION_2025-01-19_001,Leg 1 (P),OPEN,,-1,104929.0,,,,,0.0016,,1,P,2025-01-20,-0.10668,,,,0.0,167.8864,USD,101000.0,0.0016,,,
2025-01-19,19:59:00,OPTION_2025-01-19_001,Kombo OPTION_2025-01-19_001,Leg 1,CLOSE,take_profit,1,106111.0,,,,,,0.0001,1,P,2025-01-20,-0.10668,-0.10668,0,142.41976000000003,14.85554,-25.466639999999998,USD,101000.0,,0.0001,,
2025-01-20,03:05:00,OPTION_2025-01-20_001,Kombo OPTION_2025-01-20_001,Leg 1 (P),OPEN,,-1,101765.0,,,,,0.0033,,1,P,2025-01-21,-0.12602,,,,0.0,335.8245,USD,96000.0,0.0033,,,
2025-01-20,21:21:00,OPTION_2025-01-20_001,Kombo OPTION_2025-01-20_001,Leg 1,CLOSE,take_profit,1,103971.0,,,,,,0.0003,1,P,2025-01-21,-0.12602,-0.12602,0,290.07725999999997,14.555939999999998,-45.74724,USD,96000.0,,0.0003,,
2025-01-21,03:05:00,OPTION_2025-01-21_001,Kombo OPTION_2025-01-21_001,Leg 1 (P),OPEN,,-1,102332.0,,,,,0.0024,,1,P,2025-01-22,-0.09868,,,,0.0,245.59679999999997,USD,96000.0,0.0024,,,
2025-01-21,16:06:00,OPTION_2025-01-21_001,Kombo OPTION_2025-01-21_001,Leg 1,CLOSE,take_profit,1,104416.0,,,,,,0.0002,1,P,2025-01-22,-0.09868,-0.09868,0,210.09536,14.618239999999998,-35.50144,USD,96000.0,,0.0002,,
2025-01-22,03:05:00,OPTION_2025-01-22_001,Kombo OPTION_2025-01-22_001,Leg 1 (P),OPEN,,-1,105834.0,,,,,0.0015,,1,P,2025-01-23,-0.08882,,,,0.0,158.751,USD,101000.0,0.0015,,,
2025-01-23,03:05:00,OPTION_2025-01-23_002,Kombo OPTION_2025-01-23_002,Leg 1 (P),OPEN,,-1,102848.0,,,,,0.0022,,1,P,2025-01-24,-0.11214,,,,0.0,226.2656,USD,98000.0,0.0022,,,
2025-01-23,06:01:00,OPTION_2025-01-22_001,Kombo OPTION_2025-01-22_001,Leg 1,CLOSE,take_profit,1,102584.0,,,,,,0.0001,1,P,2025-01-23,-0.08882,-0.08882,1,134.13084,14.361759999999999,-24.62016,USD,101000.0,,0.0001,,
2025-01-23,20:12:00,OPTION_2025-01-23_002,Kombo OPTION_2025-01-23_002,Leg 1,CLOSE,take_profit,1,105515.0,,,,,,0.0002,1,P,2025-01-24,-0.11214,-0.11214,0,190.3905,14.772099999999998,-35.8751,USD,98000.0,,0.0002,,
2025-01-24,03:05:00,OPTION_2025-01-24_001,Kombo OPTION_2025-01-24_001,Leg 1 (P),OPEN,,-1,103325.0,,,,,0.0018,,1,P,2025-01-25,-0.10967,,,,0.0,185.98499999999999,USD,99000.0,0.0018,,,
2025-01-24,15:10:00,OPTION_2025-01-24_001,Kombo OPTION_2025-01-24_001,Leg 1,CLOSE,take_profit,1,105865.0,,,,,,0.0001,1,P,2025-01-25,-0.10967,-0.10967,0,160.57739999999998,14.8211,-25.4076,USD,99000.0,,0.0001,,
2025-01-25,03:05:00,OPTION_2025-01-25_001,Kombo OPTION_2025-01-25_001,Leg 1 (P),OPEN,,-1,104619.0,,,,,0.0007,,1,P,2025-01-26,-0.08549,,,,0.0,73.2333,USD,102000.0,0.0007,,,
2025-01-26,03:05:00,OPTION_2025-01-26_002,Kombo OPTION_2025-01-26_002,Leg 1 (P),OPEN,,-1,104786.0,,,,,0.0006,,1,P,2025-01-27,-0.07154,,,,0.0,62.871599999999994,USD,102000.0,0.0006,,,
